"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"migration/chaad/CHAAD_EVIDENCE_DISCOVERY.csv","machine_readable_report_or_registry","9181","2026-07-24T10:15:01.1757040Z","fd471c78afd4a27f577e1c51b05ca3bb0dd9b2c62f0227e6329f3ae3bf88e39b","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"migration/chaad/CHAAD_FILE_INVENTORY.csv","machine_readable_report_or_registry","79745","2026-07-24T10:09:21.0964284Z","21bd15ac4025957e4300b4ba9f65d049260aaa4cab7c7275dc8401ea45db6c8c","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"migration/chaad/CHAAD_GIT_PROVENANCE.md","narrative_or_log","1083","2026-07-24T10:11:47.1381155Z","25316741942513c495302895716ca6918df3c3358add4c4c6fc8e0ac0ea8687d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/CHAAD_IMPORT_REPORT.md","narrative_or_log","1258","2026-07-24T10:14:37.8207721Z","0aff97e993f6f012f4faa95872844e595bba99198193a272b2fac70270464542","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/CHAAD_LEGACY_CLAIM_AUDIT.csv","machine_readable_report_or_registry","2305","2026-07-24T10:11:47.9995867Z","7f5bbc25b7d13731825606b8827cbc1479a22ff4702e17090e6cced18e28ef01","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"migration/chaad/CHAAD_PROVENANCE_REPORT.md","narrative_or_log","1018","2026-07-24T12:16:13.7559240Z","b2b5c3531339c504e4dbf91e481c4fe5e3c7b81d1730ab9abff991b6d75f7811","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/CHAAD_REIMPORT_GUIDE.md","narrative_or_log","925","2026-07-24T10:11:54.9091514Z","90cfa92b639fdbd4bb9037d758641270ce64dbf8f52943b518863cdb6b023ee9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/CHAAD_REPOSITORY_INVENTORY.md","narrative_or_log","1153","2026-07-24T10:11:46.2648508Z","12645720878c77a7366ce42c3930f778a6d7317af0eaac8a64b229ab55085127","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/CHAAD_STATE_REPORT.md","narrative_or_log","830","2026-07-24T10:14:37.0767973Z","0925648ee71db6e980e54f1e5c7e69d9aa1c6884139b4f89be630367af291af4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/PMPS_01_EVIDENCE_MATRIX.csv","machine_readable_report_or_registry","2409","2026-07-24T10:14:35.5405949Z","c9cd163bcebbadff31b2344f1db7fbfc3395ff4e9e392a5c4e89093bf7c9d69c","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"migration/chaad/PMPS_01_REMEDIATION_PLAN.md","narrative_or_log","2463","2026-07-24T10:14:36.2891156Z","6a6ff1e79fb8d2369cb840df97c04f36a44702f06ce23e675510bd6986fff449","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"migration/chaad/remediation/pmps01_dataset_audit.stderr.log","other","0","2026-07-24T09:59:13.8740619Z","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","Repository asset","","Supporting or operational","Inspect before reuse","DUPLICATED","Byte-identical duplicate group: .devin/workflows/bypass.md; .devin/workflows/mode.md; migration/chaad/remediation/pmps01_dataset_audit.stderr.log"
"migration/chaad/remediation/pmps01_dataset_audit.stdout.log","other","111","2026-07-24T10:13:49.2347013Z","a9721ebd985e873e750cfe2ce63fb73f430ee2ece23ad37b8ed8db97d4b37f8c","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"migration/chaad/remediation/pmps01_dataset_audit_20260724.json","machine_readable_report_or_registry","682","2026-07-24T10:13:49.2030926Z","7faa904642a8f568012671a0a8579eae95b445e28fa1f64d98ef0950086e1a89","Dataset integrity and split evidence","","Direct integrity evidence","Reuse with provenance limitation","VALIDATED",""
"models/__init__.py","source_code","22","2026-07-20T09:46:10.6986842Z","c7fb1af1d510227709572b4c99b56126060567aa675d89fb1b700280de163471","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"models/__pycache__/__init__.cpython-310.pyc","other","122","2026-07-20T10:16:12.6005182Z","4dcbc061a4c10a69a683c4fd5bcc44b8d116fdbb42f7a59704b870d97e8e9fd7","Temporary or cache output","","None","Exclude from publication","STALE",""
"models/__pycache__/__init__.cpython-311.pyc","other","138","2026-07-21T11:17:43.2559582Z","38522e09e2fd860d5cc596d3ede4d3d38d5c69b4e143a1a2c7b1b4c5d314c3ca","Temporary or cache output","","None","Exclude from publication","STALE",""
"models/__pycache__/hybrid_model.cpython-310.pyc","other","8134","2026-07-20T10:16:12.6005182Z","bfef076e9897464dbc76cf79d621387a09e0758e79db46a23654d3cb05d1c1c9","Temporary or cache output","","None","Exclude from publication","STALE",""
"models/__pycache__/hybrid_model.cpython-311.pyc","other","14700","2026-07-21T11:17:43.2652524Z","8c63ad5f7cd8edd2847d03ea44e368e571492ce87f35c2808e8bc2208523a8cf","Temporary or cache output","","None","Exclude from publication","STALE",""
"models/hybrid_model.py","source_code","10882","2026-07-20T09:46:10.7003516Z","b6c0e1cd71f9598199ff1323466b58288582ed9ac7ea6f5ba178216562c2ec19","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"models/reliability.py","source_code","16366","2026-07-21T11:12:43.2261984Z","0ee7a0069815ada5db4d2829e0420a68c1ef688b41f676a00d224a85dcaf4e0c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"paths.py","source_code","2770","2026-07-20T09:46:10.7055265Z","c73d5212307ce46d679c303971e85e47dae47732e50f6d0f1ba7365dbafe110c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"PRODUCTION.md","narrative_or_log","7904","2026-07-20T09:46:10.3986388Z","3fbe388de2999c28664e9f22636aac13878a90b5420405b4e38199e3889ed095","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"production_api.py","source_code","16728","2026-07-20T09:46:10.7071499Z","54149ad288b2c2b7094696e7b2d46b02babfdc5701b5a274aff07bba45e21447","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"projects/chaad/datasets.yaml","configuration_or_environment","840","2026-07-24T10:14:34.7141351Z","e9db91c48ce4c731db647f8658b2807c638a0182e61ce94ca1e7a4bfeb4bcb79","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/import/__pycache__/import_chaad.cpython-310.pyc","other","9433","2026-07-24T10:14:46.2103608Z","31c58291721350f1da398fa972c34b1e5e27a5bea612586d6be79c755fa1e581","Temporary or cache output","","None","Exclude from publication","STALE",""
"projects/chaad/import/artifact_map.yaml","configuration_or_environment","794","2026-07-24T09:55:46.8694308Z","e9b2e846217f68ea5271b1f09d90b1a25a7b1164577e4fc95cdb8c8b6dd09f8d","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/import/evidence_map.yaml","configuration_or_environment","3826","2026-07-24T10:14:33.9399436Z","75a74b31c35a235e45f1a2f79b1bb828947c6bab129887a9f78902d0ebd7cea4","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/import/import_chaad.py","source_code","12713","2026-07-24T10:13:08.3912972Z","eb917d1cdbc9b03bf61a3c3812c0a9438e1621c8398d28e0febed2dded54f5a6","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"projects/chaad/import/legacy_state_map.yaml","configuration_or_environment","683","2026-07-24T09:55:47.6230605Z","476d6631f2d1d82641540a8b93cfd35b0ca56f74637a8cd974765b43ff2edec0","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/modules.yaml","configuration_or_environment","217","2026-07-24T09:55:44.0063219Z","aab02ade22d693f20ddfa9e49d38ef6c25b220d1d32fb12c79b89a550df8bbbb","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/paths.local.yaml.example","other","221","2026-07-24T09:55:44.7593961Z","07cf06dcaf290033bb12748abe150a4392429951d52db3482297c84651d31d86","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"projects/chaad/policies.yaml","configuration_or_environment","588","2026-07-24T09:55:41.6934747Z","5dd44755295e800f088fbd863da45bc9f8b5558db18cfd9ea1ab1ee5b9cf7032","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/project.yaml","configuration_or_environment","1101","2026-07-24T09:55:40.8915041Z","68dfd3b7af2a8ba1712089ba4e9f6fcb9aa8deba7d4de7b865c85931ec80b144","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"projects/chaad/README.md","narrative_or_log","566","2026-07-24T09:55:48.3786048Z","03b8ccf93c1e36af93c3ec78872908c1fa21c7ba03a461e93de97d6f8e38a0c9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"projects/chaad/workflows.yaml","configuration_or_environment","314","2026-07-24T09:55:43.2255479Z","0ac0a4035f59ac28723c3156b38594cef824df00543b8b624c940f78820ed164","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_DATA_01_GATE.yaml","configuration_or_environment","812","2026-07-24T11:14:27.6892916Z","4eaf2d91827788acb7204bc2771f783aabf0ad60d8f05d177bfd06c3d99fabe3","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_DATA_01_GATE_REPORT.md","narrative_or_log","695","2026-07-24T11:14:28.4815345Z","641f7d702a2c8c879ead79b9dc65f9225db4e25d489f59df8133bb8ee0d92f65","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_DEPLOY_01_GATE.yaml","configuration_or_environment","678","2026-07-24T11:09:21.4002933Z","25034cf03b6b48181fd9fb7589b494835be3e75119299486107790127b5778e9","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_DEPLOY_01_GATE_REPORT.md","narrative_or_log","404","2026-07-24T11:09:22.2621342Z","ba95c8fa26b0a92fec60815ea16d19a7035078918cd5afa3bfd13e98ef620850","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_PUB_01_GATE.yaml","configuration_or_environment","1723","2026-07-24T10:26:09.9633401Z","052d9b99a394cacb4ac21e819e4346b541c6bf789d5343ce28271b7691ba4ce2","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_PUB_01_GATE_REPORT.md","narrative_or_log","1342","2026-07-24T10:26:10.7871463Z","77abd6d5bac58aa23c084c219262dec6cd01559f333c3da06c1610c3a39540dc","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_PUB_02_GATE.yaml","configuration_or_environment","571","2026-07-24T10:58:46.1671323Z","6ae09cbcd9d7495ded5612de3b7283b0cda3506c5feadf2db46982efacb661ee","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_PUB_02_GATE_REPORT.md","narrative_or_log","454","2026-07-24T10:58:46.9306073Z","7c9050166538eaea9614e44fed25f68e94170a6cd5afc114fbcaaa97807868c0","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_PUB_03_GATE.yaml","configuration_or_environment","513","2026-07-24T10:58:47.7023313Z","50485ec901ea88839fdcd56904e44f996786ed17ae8c1f2843c1e0af61d9ab2a","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_PUB_03_GATE_REPORT.md","narrative_or_log","372","2026-07-24T10:58:48.4807672Z","d2d8c7dec05772328d89d3c765a8e39f2a2b13418b9e2894a88ae1cda39eca98","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_PUB_04_GATE.yaml","configuration_or_environment","529","2026-07-24T11:02:52.9743379Z","9823cb4747f0da6629fe434f89eaa1cf85b0400233a404d26d529837f976a5c9","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_PUB_04_GATE_REPORT.md","narrative_or_log","423","2026-07-24T11:02:53.7620886Z","e9a1266cc069b0c8eb93159b4a538978bc8d3a9d4bee36f1624f943897e3c235","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_PUB_05_GATE.yaml","configuration_or_environment","792","2026-07-24T11:06:17.6453377Z","a740f9f2e7fd832576b59b6b78d777779cde039830d06d0b3f81d372c7833b02","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_PUB_05_GATE_REPORT.md","narrative_or_log","494","2026-07-24T11:06:18.4775728Z","0beebcc37c6951c068b3552b5c5b715bb156b77533190132c7d8532ce2817c82","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"publication/ROS_SEC_01_GATE.yaml","configuration_or_environment","695","2026-07-24T11:11:56.4746073Z","8c4523a09c094c0a69df241adbeeb3e37cb362fce5ede7fcec0e2fd64ee309c0","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"publication/ROS_SEC_01_GATE_REPORT.md","narrative_or_log","607","2026-07-24T11:11:57.2539202Z","9bf8a75e16eaac41ad68840bafa3b5603d452ca3465553512103b0b319341204","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"pyproject.toml","configuration_or_environment","435","2026-07-24T09:27:22.4488128Z","fee29cef5a70b8e7754f629c33cebe4d98a5f65325842559d2674b83fb510bb6","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"README.md","narrative_or_log","4771","2026-07-20T09:46:10.4074189Z","aec9459d2826e71f9d8f60b46f279b563868e3c8c962680f6308685a54bda7db","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/data_leakage_audit.json","machine_readable_report_or_registry","1375","2026-07-23T04:20:43.7811263Z","c090c39378977b2cd6f4f51dd7198e8bf328079d16b322c920f09251fe3a5541","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/FINAL_PROJECT_STATUS.md","narrative_or_log","2445","2026-07-27T05:00:17.6326066Z","0d6ae6660904156f5de3bbed15ce4aeca1afa18a4af221d786f68e6a67863a1f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/go_nogo_report.json","machine_readable_report_or_registry","4618","2026-07-21T11:25:09.2772805Z","2c44439c2481d84e592a3555037ab70542a29c2879e07f9c89d7ef6252123b97","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/independent_metric_report.json","machine_readable_report_or_registry","563","2026-07-23T04:30:22.1909451Z","42463680e13908c579fbd5d79eedabf1b3290c5cc5c9d8c5a1f9dcdef65726cf","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/IRRA-01_READINESS_ASSESSMENT.md","narrative_or_log","6615","2026-07-27T06:06:31.6760344Z","96fb00a46cafbf47e614dd09d27ea496c9202899cdc57abc8e5837078563e1bf","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/machine_split_table.csv","machine_readable_report_or_registry","338","2026-07-21T06:28:55.8058102Z","dfe1ff3b85836c5ba570c92ab34403e9bb3fbe57b4e45937bca51f0a5cf4ecb6","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/per_machine_id_results.csv","machine_readable_report_or_registry","336","2026-07-23T04:20:40.6965307Z","ba0101d54e30460e144a1c1180d50886a415c4dff332dea7ff610a0936b915b6","Repository asset","","Supporting or operational","Inspect before reuse","DUPLICATED","Byte-identical duplicate group: artifacts/research_audit/machine_split_table.csv; reports/per_machine_id_results.csv"
"reports/per_machine_results.csv","machine_readable_report_or_registry","548","2026-07-23T04:20:40.6890166Z","fb4f5a295a754205dff753f45a963cd513585b8e2ce209c528f02d98ec3d8a3b","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/per_noise_condition_results.csv","machine_readable_report_or_registry","296","2026-07-23T04:20:40.7081189Z","c654e6da6f8b5740a73e355f09c30b3a8915eb03fabd9a5ce1fc70779836fbe3","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/phase_1/CLAIM_INVENTORY.csv","machine_readable_report_or_registry","5731","2026-07-27T06:29:52.9577476Z","ef91c30fd62d1b1e4b1ce46946a18bada97c8aa2a44fb6750cef2974a5f0e15e","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/CLAIM_TO_EVIDENCE_MATRIX.md","narrative_or_log","4489","2026-07-27T06:33:10.8542780Z","db5747d7b2aa1abf8d21a6a03d66029e4f12614b4dcaef027ad8bf3c90a59b19","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/CODEBASE_CAPABILITY_MAP.md","narrative_or_log","5431","2026-07-27T06:33:08.2114507Z","432b4b5d5872dac9225b48bd9b2bd55db12cfbdb892832763403c69050d58502","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/CONTRIBUTION_DECISION.md","narrative_or_log","1818","2026-07-27T06:33:14.3009441Z","a1e954bbe680438414f3cc9e9ec9e3dbb236b80b7e50bd717c6c9f3cf2ed04e7","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/DATASET_PUBLICATION_STATUS.md","narrative_or_log","2608","2026-07-27T06:33:11.6850930Z","2e349d687c91df11726859b88eac882f384177f57e5116164e85e540d752cd78","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/ENVIRONMENT_SNAPSHOT.txt","narrative_or_log","1262","2026-07-27T06:29:50.4832420Z","d322fcea3891cce3c3d7247331e39c5f7132f7e9f677985ef97a7f5cbedca6d4","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/EXPERIMENT_RECONSTRUCTION.md","narrative_or_log","3160","2026-07-27T06:33:09.0844141Z","8bba8e9a43364f93877c8b29bd1a3a6b4e5e3526b74f075901588f30d7604ee3","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/EXPERIMENT_REGISTRY.csv","machine_readable_report_or_registry","4351","2026-07-27T06:29:51.2912149Z","3eba22281c4f637c1f191a102913b817930717e12b75d4e746ee261a51593a8b","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/GIT_STATUS_SNAPSHOT.txt","narrative_or_log","4445","2026-07-27T06:29:49.6499113Z","cac93fc376c67ab261d864a033d62ba6f135bbd49ef9c1f51bfbffcc81983169","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/IEEE_SUBMISSION_CRITICAL_PATH.md","narrative_or_log","3099","2026-07-27T06:33:15.1517347Z","d4430144ba4190823cc5bf4e0ce03f35338556d3437c542d96ae28ffa6b0e7d3","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/PHASE_1_FINAL_DECISION.md","narrative_or_log","2434","2026-07-27T06:33:16.0636244Z","ff69a56493bdbad73b3bd8d7825f613b478a4ebf535e8d802c134616b7089852","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/PHASE_1_QA_REPORT.md","narrative_or_log","3265","2026-07-27T06:40:16.0977445Z","caef6239667aee95af3a64ce7d4d4f3e69b774d79ba1292282a1ad2adb0a7a9b","Phase 1 quality assurance report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/RECOMPUTED_METRICS.csv","machine_readable_report_or_registry","3996","2026-07-27T06:29:52.1329752Z","d5df5e2af933de628026cbe0fb0ea3408977956b866c35e3323ba13035f061ea","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/REPOSITORY_STATE_CAPTURE.md","narrative_or_log","2940","2026-07-27T06:29:48.7960682Z","b3c08ce8538b72cd4e67a603df05dbf4559ac238cb014e8156ec9605bbaa25b6","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/RESULT_RECOMPUTATION_AUDIT.md","narrative_or_log","2778","2026-07-27T06:33:09.9689493Z","9c86507aaf9c72dcad78d012f898fc5d225af8f9b5e12e5fa7d3ca6970fc4c1e","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/REUSE_REGENERATE_MATRIX.md","narrative_or_log","2749","2026-07-27T06:33:13.4411255Z","a5f21dd488b1d2b4b2fc98ff8fb974fae279e50f49c3d8dbea040d29b6f2dd77","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/SCIENTIFIC_ASSET_INVENTORY.md","narrative_or_log","4143","2026-07-27T06:33:07.3196088Z","d0a2f7a2eea12fef5249d8874ccbc109069116f3bfbedf54ef5420ed03ba9365","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/SCIENTIFIC_GAP_ANALYSIS.md","narrative_or_log","2847","2026-07-27T06:33:12.5801510Z","ad64fc028d4db49e35900b734487fc96aa3f72cc96c49d998f0e55fe4ba2ccbc","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/phase_1/SCIENTIFIC_GAP_REGISTER.csv","machine_readable_report_or_registry","3909","2026-07-27T06:29:53.7853593Z","0a3ecf1e138a1106a44cb726435f6e04eccf348fb602090d84cbf2884dfc4fdd","Phase 1 governance/audit report","","Evidence index or decision","Use as audit guide; follow cited lower-level evidence","NOT SCIENTIFIC EVIDENCE",""
"reports/research_integrity_report.json","machine_readable_report_or_registry","2347","2026-07-24T06:06:43.8917232Z","f37130e9444b126a8156f32f88f26abd3d05060b9ef26b97f1093189dfc413db","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/shortcut_learning_audit.json","machine_readable_report_or_registry","456","2026-07-21T05:30:40.3460267Z","1cdb23f99cc31ad2942c2598f64aaef29105729cbc1f9440e13c853f57d76e75","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"reports/test_predictions.csv","prediction_export","3651654","2026-07-23T04:30:22.1130058Z","6916b2a8e5aebedafd48d3abe97cc5c2a1c99d777f6b2d5c4235df43bd87046c","Legacy validation prediction export","","Diagnostic only","Exclude from publication","PROVISIONALLY USABLE","Filename says test but rows are validation IDs id_00/id_02"
"requirements.txt","configuration_or_environment","494","2026-07-20T09:46:10.7101609Z","852aa67da5d28271977153a58e429d6d55b1262ba9f8ce579abcaebf8a20c52f","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"research_validation/DEPENDENCY_REGISTER.md","narrative_or_log","866","2026-07-27T06:01:08.8942352Z","c8c045214e8429c17447d21bb43dc86e8cfd707242bfd74e912f9eacd38b6ddc","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/inventory/EXPERIMENT_ARTIFACT_REGISTRY.csv","machine_readable_report_or_registry","586","2026-07-24T11:58:53.1219361Z","acc9c4d7df1a2840639ff12122dbd8aea81ec7341c281c139d9e2fe6b6d993a7","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/inventory/MISSING_EVIDENCE_REGISTER.csv","machine_readable_report_or_registry","1125","2026-07-24T12:14:01.3909320Z","3adb5e27b020ab223a5817556ef28a3c8b894dab0a4cf74d2a02b60df5fa59de","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/inventory/REPOSITORY_SCIENTIFIC_INVENTORY.md","narrative_or_log","1354","2026-07-24T11:58:52.3212445Z","132a68b56e78cba818d73aeea83e702bfacd6b8d97f0e9cbeb2628bdcdf5b293","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/inventory/RESULT_PROVENANCE_REGISTRY.csv","machine_readable_report_or_registry","672","2026-07-24T11:58:53.9467485Z","b0fd5ecd47cee502c77c0ad812a6bf76f3bc0b7bd593cacc23401e0338f9d8f8","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/leakage/LEAKAGE_EVIDENCE_RECONCILIATION.md","narrative_or_log","887","2026-07-24T12:10:19.4957860Z","17181f6c1c889c2ab647837fa335c4963ff548d8272a747bf09cc3589cf32ca9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/pmps/PMPS_01_RECOVERY_REPORT.md","narrative_or_log","1740","2026-07-27T04:24:50.3133066Z","211ff6bd0f311355238fc76f2c2acb792b233e206af6966367c20bbea499332b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
